id	rate
38023	0.095
38025	0.095
38027	0.095
38029	0.095
38031	0.095
38033	0.095
38035	0.095
38037	0.095
38039	0.095
38041	0.095
38043	0.096
38045	0.096
38047	0.096
38049	0.096
38051	0.096
38053	0.096
38055	0.096
38057	0.096
38059	0.096
38061	0.096
38063	0.096
38065	0.096
38067	0.096
38069	0.096
38071	0.096
38073	0.096
38075	0.096
38077	0.096
38079	0.096
38081	0.096
38083	0.096
38085	0.096
38087	0.096
38089	0.096
38091	0.096
38093	0.096
38095	0.096
38097	0.096
38099	0.097
38101	0.097
38103	0.097
38105	0.097
39001	0.097
39003	0.097
39005	0.097
39007	0.097
39009	0.097
39011	0.097
39013	0.097
39015	0.097
39017	0.097
39019	0.097
39021	0.097
39023	0.097
39025	0.097
39027	0.097
39029	0.097
39031	0.097
39033	0.097
39035	0.097
39037	0.097
39039	0.097
39041	0.097
39043	0.097
39045	0.097
39047	0.098
39049	0.098
39051	0.098
39053	0.098
39055	0.098
39057	0.098
39059	0.098
39061	0.098
39063	0.098
39065	0.098
39067	0.098
39069	0.098
39071	0.098
39073	0.098
39075	0.098
39077	0.098
39079	0.098
39081	0.098
39083	0.098
39085	0.098
39087	0.098
39089	0.098
39091	0.098
39093	0.098
39095	0.098
39097	0.098
39099	0.098
39101	0.098
39103	0.098
39105	0.098
39107	0.099
39109	0.099
39111	0.099
39113	0.099
39115	0.099
39117	0.099
39119	0.099
39121	0.099
39123	0.099
39125	0.099
39127	0.099
39129	0.099
39131	0.099
39133	0.099
39135	0.099
39137	0.099
39139	0.099
39141	0.099
39143	0.099
39145	0.099
39147	0.099
39149	0.099
39151	0.099
39153	0.1
39155	0.1
39157	0.1
39159	0.1
39161	0.1
39163	0.1
39165	0.1
39167	0.1
39169	0.1
39171	0.1
39173	0.1
39175	0.1
40001	0.1
40003	0.1
40005	0.1
40007	0.1
40009	0.1
40011	0.1
40013	0.1
40015	0.1
40017	0.1
40019	0.1
40021	0.1
40023	0.1
40025	0.1
40027	0.1
40029	0.1
40031	0.1
40033	0.1
40035	0.1
40037	0.1
40039	0.1
40041	0.1
40043	0.101
40045	0.101
40047	0.101
40049	0.101
40051	0.101
40053	0.101
40055	0.101
40057	0.101
40059	0.101
40061	0.101
40063	0.101
40065	0.101
40067	0.101
40069	0.101
40071	0.101
40073	0.101
40075	0.101
40077	0.101
40079	0.101
40081	0.101
40083	0.101
40085	0.101
40087	0.101
40089	0.101
40091	0.101
40093	0.101
40095	0.101
40097	0.101
40099	0.101
40101	0.101
40103	0.101
40105	0.101
40107	0.102
40109	0.102
40111	0.102
40113	0.102
40115	0.102
40117	0.102
40119	0.102
40121	0.102
40123	0.102
40125	0.102
40127	0.102
40129	0.102
40131	0.102
40133	0.102
40135	0.102
40137	0.102
40139	0.102
40141	0.102
40143	0.102
40145	0.102
40147	0.102
40149	0.102
40151	0.102
40153	0.102
41001	0.102
41003	0.102
41005	0.102
41007	0.102
41009	0.102
41011	0.102
41013	0.102
41015	0.102
41017	0.102
41019	0.102
41021	0.102
41023	0.102
41025	0.103
41027	0.103
41029	0.103
41031	0.103
41033	0.103
41035	0.103
41037	0.103
41039	0.103
41041	0.103
41043	0.103
41045	0.103
41047	0.103
41049	0.103
41051	0.103
41053	0.103
41055	0.103
41057	0.103
41059	0.103
41061	0.103
41063	0.103
41065	0.103
41067	0.103
41069	0.103
41071	0.103
42001	0.103
42003	0.103
42005	0.103
42007	0.103
42009	0.103
42011	0.103
42013	0.103
42015	0.103
42017	0.104
42019	0.104
42021	0.104
42023	0.104
42025	0.104
42027	0.104
42029	0.104
42031	0.104
42033	0.104
42035	0.104
42037	0.104
42039	0.104
42041	0.104
42043	0.104
42045	0.104
42047	0.104
42049	0.104
42051	0.104
42053	0.104
42055	0.104
42057	0.104
42059	0.104
42061	0.104
42063	0.104
42065	0.104
42067	0.104
42069	0.104
42071	0.104
42073	0.104
42075	0.104
42077	0.105
42079	0.105
42081	0.105
42083	0.105
42085	0.105
42087	0.105
42089	0.105
42091	0.105
42093	0.105
42095	0.105
42097	0.105
42099	0.105
42101	0.105
42103	0.105
42105	0.105
42107	0.105
42109	0.105
42111	0.105
42113	0.105
42115	0.105
42117	0.105
42119	0.105
42121	0.105
42123	0.105
42125	0.105
42127	0.105
42129	0.106
42131	0.106
42133	0.106
44001	0.106
44003	0.106
44005	0.106
44007	0.106
44009	0.106
45001	0.106
45003	0.106
45005	0.106
45007	0.106
45009	0.106
45011	0.106
45013	0.106
45015	0.106
45017	0.106
45019	0.106
45021	0.106
45023	0.106
45025	0.107
45027	0.107
45029	0.107
45031	0.107
45033	0.107
45035	0.107
45037	0.107
45039	0.107
45041	0.107
45043	0.107
45045	0.107
45047	0.107
45049	0.107
45051	0.107
45053	0.107
45055	0.107
45057	0.107
45059	0.107
45061	0.107
45063	0.107
45065	0.107
45067	0.107
45069	0.107
45071	0.107
45073	0.107
45075	0.107
45077	0.107
45079	0.107
45081	0.107
45083	0.107
45085	0.107
45087	0.107
45089	0.107
45091	0.107
46003	0.107
46005	0.107
46007	0.107
46009	0.107
46011	0.107
46013	0.108
46015	0.108
46017	0.108
46019	0.108
46021	0.108
46023	0.108
46025	0.108
46027	0.108
46029	0.108
46031	0.108
46033	0.108
46035	0.108
46037	0.108
46039	0.108
46041	0.108
46043	0.108
46045	0.108
46047	0.108
46049	0.108
46051	0.108
46053	0.108
46055	0.108
46057	0.108
46059	0.108
46061	0.108
46063	0.108
46065	0.108
46067	0.108
46069	0.108
46071	0.108
46073	0.109
46075	0.109
46077	0.109
46079	0.109
46081	0.109
46083	0.109
46085	0.109
46087	0.109
46089	0.109
46091	0.109
46093	0.109
46095	0.109
46097	0.109
46099	0.109
46101	0.109
46103	0.109
46105	0.109
46107	0.109
46109	0.109
46111	0.109
46113	0.109
46115	0.109
46117	0.109
46119	0.11
46121	0.11
46123	0.11
46125	0.11
46127	0.11
46129	0.11
46135	0.11
46137	0.11
47001	0.11
47003	0.11
47005	0.11
47007	0.11
47009	0.11
47011	0.11
47013	0.11
47015	0.11
47017	0.11
47019	0.11
47021	0.11
47023	0.11
47025	0.11
47027	0.11
47029	0.11
47031	0.11
47033	0.111
47035	0.111
47037	0.111
47039	0.111
47041	0.111
47043	0.111
47045	0.111
47047	0.111
47049	0.111
47051	0.111
47053	0.111
47055	0.111
47057	0.111
47059	0.111
47061	0.111
47063	0.111
47065	0.111
47067	0.111
47069	0.111
47071	0.111
47073	0.111
47075	0.111
47077	0.111
47079	0.111
47081	0.111
47083	0.111
47085	0.111
47087	0.111
47089	0.111
47091	0.111
47093	0.111
47095	0.111
47097	0.111
47099	0.112
47101	0.112
47103	0.112
47105	0.112
47107	0.112
47109	0.112
47111	0.112
47113	0.112
47115	0.112
47117	0.112
47119	0.112
47121	0.112
47123	0.112
47125	0.112
47127	0.112
47129	0.112
47131	0.112
47133	0.112
47135	0.112
47137	0.112
47139	0.112
47141	0.112
47143	0.112
47145	0.112
47147	0.112
47149	0.113
47151	0.113
47153	0.113
47155	0.113
47157	0.113
47159	0.113
47161	0.113
47163	0.113
47165	0.113
47167	0.113
47169	0.113
47171	0.113
47173	0.113
47175	0.113
47177	0.113
47179	0.113
47181	0.113
47183	0.113
47185	0.113
47187	0.113
47189	0.113
48001	0.113
48003	0.114
48005	0.114
48007	0.114
48009	0.114
48011	0.114
48013	0.114
48015	0.114
48017	0.114
48019	0.114
48021	0.114
48023	0.114
48025	0.114
48027	0.114
48029	0.114
48031	0.114
48033	0.114
48035	0.114
48037	0.114
48039	0.114
48041	0.114
48043	0.114
48045	0.114
48047	0.114
48049	0.115
48051	0.115
48053	0.115
48055	0.115
48057	0.115
48059	0.115
48061	0.115
48063	0.115
48065	0.115
48067	0.115
48069	0.115
48071	0.115
48073	0.115
48075	0.115
48077	0.115
48079	0.115
48081	0.115
48083	0.116
48085	0.116
48087	0.116
48089	0.116
48091	0.116
48093	0.116
48095	0.116
48097	0.116
48099	0.116
48101	0.116
48103	0.116
48105	0.116
48107	0.116
48109	0.116
48111	0.116
48113	0.116
48115	0.116
48117	0.116
48119	0.116
48121	0.116
48123	0.116
48125	0.116
48127	0.117
48129	0.117
48131	0.117
48133	0.117
48135	0.117
48137	0.117
48139	0.117
48141	0.117
48143	0.117
48145	0.117
48147	0.117
48149	0.117
48151	0.117
48153	0.117
48155	0.117
48157	0.117
48159	0.117
48161	0.117
48163	0.117
48165	0.117
48167	0.117
48169	0.117
48171	0.118
48173	0.118
48175	0.118
48177	0.118
48179	0.118
48181	0.118
48183	0.118
48185	0.118
48187	0.118
48189	0.118
48191	0.118
48193	0.118
48195	0.118
48197	0.118
48199	0.118
48201	0.118
48203	0.118
48205	0.118
48207	0.118
48209	0.118
48211	0.118
48213	0.118
48215	0.119
48217	0.119
48219	0.119
48221	0.119
48223	0.119
48225	0.119
48227	0.119
48229	0.119
48231	0.119
48233	0.119
48235	0.119
48237	0.119
48239	0.119
48241	0.119
48243	0.119
48245	0.119
48247	0.119
48249	0.119
48251	0.119
48253	0.119
48255	0.119
48257	0.119
48259	0.119
48261	0.119
48263	0.119
48265	0.119
48267	0.119
48269	0.119
48271	0.12
48273	0.12
48275	0.12
48277	0.12
48279	0.12
48281	0.12
48283	0.12
48285	0.12
48287	0.12
48289	0.12
48291	0.12
48293	0.12
48295	0.12
48297	0.12
48299	0.12
48301	0.12
48303	0.12
48305	0.121
48307	0.121
48309	0.121
48311	0.121
48313	0.121
48315	0.121
48317	0.121
48319	0.121
48321	0.121
48323	0.121
48325	0.121
48327	0.121
48329	0.121
48331	0.121
48333	0.121
48335	0.121
48337	0.121
48339	0.121
48341	0.121
48343	0.121
48345	0.121
48347	0.121
48349	0.122
48351	0.122
48353	0.122
48355	0.122
48357	0.122
48359	0.122
48361	0.122
48363	0.122
48365	0.122
48367	0.122
48369	0.122
48371	0.122
48373	0.122
48375	0.122
48377	0.122
48379	0.122
48381	0.123
48383	0.123
48385	0.123
48387	0.123
48389	0.123
48391	0.123
48393	0.123
48395	0.123
48397	0.123
48399	0.123
48401	0.123
48403	0.123
48405	0.123
48407	0.123
48409	0.124
48411	0.124
48413	0.124
48415	0.124
48417	0.124
48419	0.124
48421	0.124
48423	0.124
48425	0.124
48427	0.124
48429	0.124
48431	0.124
48433	0.124
48435	0.124
48437	0.124
48439	0.125
48441	0.125
48443	0.125
48445	0.125
48447	0.125
48449	0.125
48451	0.125
48453	0.125
48455	0.125
48457	0.125
48459	0.125
48461	0.125
48463	0.125
48465	0.125
48467	0.125
48469	0.125
48471	0.125
48473	0.125
48475	0.125
48477	0.126
48479	0.126
48481	0.126
48483	0.126
48485	0.126
48487	0.126
48489	0.126
48491	0.126
48493	0.126
48495	0.126
48497	0.126
48499	0.126
48501	0.126
48503	0.126
48505	0.126
48507	0.126
49001	0.126
49003	0.127
49005	0.127
49007	0.127
49009	0.127
49011	0.127
49013	0.127
49015	0.127
49017	0.127
49019	0.127
49021	0.127
49023	0.127
49025	0.127
49027	0.127
49029	0.127
49031	0.127
49033	0.127
49035	0.127
49037	0.127
49039	0.127
49041	0.127
49043	0.127
49045	0.127
49047	0.127
49049	0.127
49051	0.128
49053	0.128
49055	0.128
49057	0.128
50001	0.128
50003	0.128
50005	0.128
50007	0.128
50009	0.128
50011	0.128
50013	0.128
50015	0.128
50017	0.128
50019	0.128
50021	0.128
50023	0.129
50025	0.129
50027	0.129
51001	0.129
51003	0.129
51005	0.129
51007	0.129
51009	0.129
51011	0.129
51013	0.129
51015	0.129
51017	0.129
51019	0.129
51021	0.129
51023	0.129
51025	0.129
51027	0.129
51029	0.13
51031	0.13
51033	0.13
51035	0.13
51036	0.13
51037	0.13
51041	0.13
51043	0.13
51045	0.13
51047	0.13
51049	0.13
51051	0.13
51053	0.13
51057	0.13
51059	0.13
51061	0.13
51063	0.131
51065	0.131
51067	0.131
51069	0.131
51071	0.131
51073	0.131
51075	0.131
51077	0.131
51079	0.131
51081	0.132
51083	0.132
51085	0.132
51087	0.132
51089	0.132
51091	0.132
51093	0.132
51095	0.132
51097	0.132
51099	0.132
51101	0.132
51103	0.132
51105	0.133
51107	0.133
51109	0.133
51111	0.133
51113	0.133
51115	0.133
51117	0.133
51119	0.133
51121	0.133
51125	0.133
51127	0.133
51131	0.133
51133	0.133
51135	0.134
51137	0.134
51139	0.134
51141	0.134
51143	0.134
51145	0.134
51147	0.134
51149	0.134
51153	0.134
51155	0.134
51157	0.135
51159	0.135
51161	0.135
51163	0.135
51165	0.135
51167	0.135
51169	0.135
51171	0.135
51173	0.135
51175	0.135
51177	0.135
51179	0.135
51181	0.135
51183	0.135
51185	0.135
51187	0.136
51191	0.136
51193	0.136
51195	0.136
51197	0.136
51199	0.136
51510	0.136
51515	0.136
51520	0.136
51530	0.136
51540	0.136
51550	0.136
51570	0.136
51580	0.136
51590	0.137
51595	0.137
51600	0.137
51610	0.137
51620	0.137
51630	0.137
51640	0.137
51650	0.137
51660	0.137
51670	0.137
51678	0.137
51680	0.137
51683	0.138
51685	0.138
51690	0.138
51700	0.138
51710	0.138
51720	0.138
51730	0.138
51735	0.138
51740	0.138
51750	0.138
51760	0.139
51770	0.139
51775	0.139
51790	0.139
51800	0.139
51810	0.139
51820	0.139
51830	0.139
51840	0.139
53001	0.139
53003	0.139
53005	0.139
53007	0.139
53009	0.14
53011	0.14
53013	0.14
53015	0.14
53017	0.14
53019	0.14
53021	0.14
53023	0.14
53025	0.14
53027	0.14
53029	0.141
53031	0.141
53033	0.141
53035	0.141
53037	0.141
53039	0.142
53041	0.142
53043	0.142
53045	0.142
53047	0.142
53049	0.142
53051	0.142
53053	0.142
53055	0.143
53057	0.143
53059	0.143
53061	0.143
53063	0.143
53065	0.143
53067	0.143
53069	0.143
53071	0.143
53073	0.143
53075	0.144
53077	0.144
54001	0.144
54003	0.145
54005	0.145
54007	0.145
54009	0.145
54011	0.146
54013	0.146
54015	0.146
54017	0.146
54019	0.146
54021	0.147
54023	0.147
54025	0.147
54027	0.147
54029	0.147
54031	0.147
54033	0.147
54035	0.147
54037	0.148
54039	0.148
54041	0.148
54043	0.148
54045	0.148
54047	0.148
54049	0.148
54051	0.148
54053	0.149
54055	0.149
54057	0.149
54059	0.149
54061	0.15
54063	0.15
54065	0.15
54067	0.15
54069	0.15
54071	0.151
54073	0.151
54075	0.151
54077	0.151
54079	0.151
54081	0.151
54083	0.152
54085	0.152
54087	0.152
54089	0.152
54091	0.152
54093	0.152
54095	0.152
54097	0.152
54099	0.153
54101	0.153
54103	0.153
54105	0.153
54107	0.153
54109	0.153
55001	0.154
55003	0.154
55005	0.155
55007	0.155
55009	0.155
55011	0.156
55013	0.156
55015	0.156
55017	0.157
55019	0.157
55021	0.157
55023	0.157
55025	0.158
55027	0.158
55029	0.158
55031	0.158
55033	0.159
55035	0.159
55037	0.159
55039	0.159
55041	0.16
55043	0.16
55045	0.16
55047	0.16
55049	0.161
55051	0.161
55053	0.161
55055	0.161
55057	0.161
55059	0.161
55061	0.162
55063	0.162
55065	0.162
55067	0.163
55069	0.163
55071	0.163
55073	0.163
55075	0.163
55077	0.163
55078	0.163
55079	0.164
55081	0.164
55083	0.164
55085	0.164
55087	0.164
55089	0.165
55091	0.165
55093	0.165
55095	0.166
55097	0.167
55099	0.167
55101	0.167
55103	0.167
55105	0.167
55107	0.168
55109	0.168
55111	0.168
55113	0.168
55115	0.168
55117	0.17
55119	0.17
55121	0.171
55123	0.172
55125	0.172
55127	0.172
55129	0.172
55131	0.173
55133	0.175
55135	0.175
55137	0.175
55139	0.175
55141	0.176
56001	0.176
56003	0.176
56005	0.176
56007	0.176
56009	0.177
56011	0.177
56013	0.178
56015	0.178
56017	0.178
56019	0.178
56021	0.178
56023	0.178
56025	0.178
56027	0.178
56029	0.179
56031	0.179
56033	0.179
56035	0.179
56037	0.18
56039	0.18
56041	0.181
56043	0.181
56045	0.181
72001	0.181
72003	0.181
72005	0.181
72007	0.182
72009	0.182
72011	0.183
72013	0.183
72015	0.183
72017	0.183
72019	0.183
72021	0.184
72023	0.185
72025	0.185
72027	0.186
72029	0.186
72031	0.186
72033	0.187
72035	0.187
72037	0.188
72039	0.189
72041	0.189
72043	0.189
72045	0.189
72047	0.19
72049	0.19
72051	0.191
72053	0.191
72054	0.191
72055	0.192
72057	0.192
72059	0.192
72061	0.195
72063	0.196
72065	0.196
72067	0.198
72069	0.198
72071	0.199
72073	0.199
72075	0.2
72077	0.201
72079	0.202
72081	0.202
72083	0.202
72085	0.204
72087	0.204
72089	0.206
72091	0.208
72093	0.21
72095	0.211
72097	0.211
72099	0.212
72101	0.214
72103	0.215
72105	0.215
72107	0.216
72109	0.217
72111	0.219
72113	0.22
72115	0.225
72117	0.226
72119	0.227
72121	0.228
72123	0.231
72125	0.232
72127	0.234
72129	0.236
72131	0.236
72133	0.241
72135	0.242
72137	0.243
72139	0.252
72141	0.256
72143	0.257
72145	0.258
72147	0.259
72149	0.277
72151	0.301
72153	1
